"Case ID","Approved Date","Approver Name","Approver PSID","Assessment Status","Assessment Type","Assignee Team","Assignee Name","Assignee PSID","Booking Location","Creation Date","Modified Date","Case Status","Case Type","Client LEID","Client Name","Domicile Country","Group Name","ISIC Code","ISIC Description","Last Modified Staff Name","Last Modified PSID","Recommended Rating","RSRMA Rating","Submitter Name","Submitter PSID","Submitter Team","Version"
"1581","","","","In Progress","RSRMA","Maker","Assign to Group","1522912","AE","07/12/2022 12:49:06","30/07/2024 11:00:11","Initiated","New","11047478","EMIRATES","AE","EMIRATES GROUP","7131","Passenger air transport","","1522912","","","","1522912","RSRMA Maker","02"
"1582","07/12/2022 13:25:49","","1355596","Completed","RSRMA","","","","MY","07/12/2022 13:22:48","07/12/2022 13:25:49","Approved","New","13622005","GAMUDA NAIM ENGINEERING AND CONSTRUCTION (GNEC) SDN. BHD.","MY","GAMUDA","5021","ROADS STREETS CONSTRUCTION","","1355596","Very Low","Very Low","","1355596","RSRMA Maker","02"
"1583","07/12/2022 15:06:06","","1657594","Completed","RSRMA","","","","VN","07/12/2022 14:55:12","07/12/2022 15:06:06","Approved","New","11772768","POSCO VST CO., LTD","VN","POSCO HOLDINGS","3710","IRON & STEEL BASIS INDUSTRIES","","1657594","Very Low","Very Low","","1657594","RSRMA Maker","02"
"1584","","","","In Progress","RSRMA","Maker","","","VN","07/12/2022 15:24:41","07/12/2022 15:41:23","Make in Progress","Adhoc Review","13562476","POSCO YAMATO VINA STEEL JOINT STOCK COMPANY","VN","POSCO HOLDINGS","3710","IRON & STEEL BASIS INDUSTRIES","","","","","","1657594","RSRMA Maker","02"
"1586","12/12/2022 18:10:40","","1624275","Completed","RSRMA","","","","US","07/12/2022 16:19:45","12/12/2022 18:10:40","Approved","New","13842029","PROLOGIS, L.P.","US","Prologis Group","8433","REAL ESTATE INVESTMENT - INDUSTRIAL","","1624275","Low","Low","","1624275","RSRMA Maker","02"
"1587","07/12/2022 17:26:11","","1392828","Completed","RSRMA","","","","US","07/12/2022 17:17:41","07/12/2022 17:26:11","Approved","New","13883731","BKV CORPORATION","US","BANPU GROUP","2203","Extraction of natural gas,,,","","1392828","Very Low","Very Low","","1392828","RSRMA Maker","02"
"1588","07/12/2022 19:54:17","","1334091","Completed","RSRMA","","","","US","07/12/2022 19:17:02","07/12/2022 19:54:17","Approved","New","11213244","CITIZENS BANK NATIONAL ASSOCIATION","US","CITIZENS FINANCIAL GROUP INC","8123","COMMERCIAL BANK","","1334091","Very Low","Very Low","","1334091","RSRMA Maker","02"
"1589","08/12/2022 03:14:55","","1639231","Completed","RSRMA","","","","TH","08/12/2022 03:09:03","08/12/2022 03:14:55","Approved","New","11092161","ASSA ABLOY (THAILAND) LTD.","TH","ASSA ABLOY GROUP","6199","WHOLESALE TRADE NEC,,,","","1639231","Very Low","Very Low","","1639231","RSRMA Maker","02"
"1590","08/12/2022 03:28:37","","1652837","Completed","RSRMA","","","","TH","08/12/2022 03:24:09","08/12/2022 03:28:37","Approved","Adhoc Review","13849783","LF LOGISTICS (THAILAND) LIMITED","TH","AP MOLLER MAERSK A/S","7150","STORAGE & WAREHOUSING","","1652837","Very Low","Very Low","","1652837","RSRMA Maker","02"
"1591","15/12/2022 07:42:37","","1652837","Completed","RSRMA","","","","TH","08/12/2022 03:28:07","15/12/2022 07:42:37","Approved","Adhoc Review","13615348","CARDINAL HEALTH 222 (THAILAND) LTD.","TH","CARDINAL HEALTH INC.","3863","MFR OF SURGICAL & MEDICAL INSTRUMENTS & SUPPLIES,,,","","1652837","Very Low","Very Low","","1639231","RSRMA Maker","02"
"1592","08/12/2022 03:33:04","","1562599","Completed","RSRMA","","","","MY","08/12/2022 03:29:44","08/12/2022 03:33:04","Approved","New","13843695","MDT INNOVATIONS SDN BHD","MY","MDT GROUP","8348","Other information technology and computer service activities,,,","","1562599","Very Low","Very Low","","1562599","RSRMA Maker","02"
"1593","","","","In Progress","RSRMA","Maker","","","ID","08/12/2022 03:32:07","05/07/2023 08:21:11","Make in Progress","New","11328369","PT CHINA COMSERVICE INDONESIA","ID","CHINA TELECOM CORPORATION","7220","Wired telecommunications activities","","","","","","1653743","RSRMA Maker","02"
"1594","08/12/2022 14:40:57","","1466624","Completed","RSRMA","","","","HK","08/12/2022 03:48:30","08/12/2022 14:40:57","Approved","New","13773999","SHANGHAI ELECTRIC HONGKONG INTERNATIONAL ENGINEERING COMPANY LIMITED","HK","SHANGHAI ELECTRIC GROUP COMPANY LIMITED..","5019","OTH BUILDG CONTRACTG WORK-NOT ELSEWHERE CLASSIFIED","","1466624","Low","Low","","1314969","RSRMA Maker","02"
"1595","08/12/2022 03:55:16","","1466624","Completed","RSRMA","","","","QA","06/05/2025 10:41:08","08/12/2022 03:55:16","Approved","Adhoc Review","11062433","eepaezaebv","QA","LTHTO TSOOTSO LVOV","7131","Passenger air transport","","1466624","Medium","Medium","Balan, Vimal","1649094","RSRMA Maker","02"
"1596","08/12/2022 04:02:15","","1562599","Completed","RSRMA","","","","HK","06/05/2025 10:45:28","08/12/2022 04:02:15","Approved","New","11646677","Vhznba Ilflnbx","HK","null","6134","TIMBER PAINTS & CONSTRUCTION MATERIALS,,,","","1562599","Medium","Medium","Balan, Vimal","1649094","RSRMA Maker","02"
"1597","08/12/2022 04:06:43","","1593560","Completed","RSRMA","","","","BD","08/12/2022 04:01:38","08/12/2022 04:06:43","Approved","New","13715780","SUMMIT MEGHNAGHAT II POWER COMPANY LIMITED","BD","SUMMIT GROUP","4010","ELECTRICITY GENERATION & DISTRIBUTION","","1593560","Low","Low","","1593560","RSRMA Maker","02"
"1598","08/12/2022 04:11:22","","1562599","Completed","RSRMA","","","","MY","08/12/2022 04:05:10","08/12/2022 04:11:22","Approved","New","13854175","MDT SECURITY SYSTEMS SDN BHD.","MY","MDT GROUP","8348","Other information technology and computer service activities,,,","","1562599","Very Low","Very Low","","1562599","RSRMA Maker","02"
"1599","23/12/2022 03:18:43","null","null","Completed","RSRMA","","","","ZM","06/05/2025 18:02:09","23/12/2022 03:18:43","Approved","New","12275064","WZUCDCW SZWZUMA","ZM","null","6133","MACHINERY & EQUIPMENT NEC,,,","","","Medium","High","Balan, Vimal","1649094","RSRMA Maker","02"
"1600","08/12/2022 04:59:39","","1241629","Completed","RSRMA","","","","IN","08/12/2022 04:51:14","08/12/2022 04:59:39","Approved","New","13941224","H-Pack Packaging Industries Private Limited","IN","null","3412","MFR OF CONTAINERS & BOXES OF PAPER & PAPERBOARD,,,","","1241629","Low","Low","","1241629","RSRMA Maker","02"
"1601","","","","In Progress","RSRMA","Maker","Assign to Group","1241629","IN","08/12/2022 05:12:18","19/12/2022 10:30:01","Initiated","Adhoc Review","13941224","H-Pack Packaging Industries Private Limited","IN","null","3412","MFR OF CONTAINERS & BOXES OF PAPER & PAPERBOARD,,,","","1241629","","","","1241629","RSRMA Maker","02"
"1602","08/12/2022 05:36:00","","1452445","Completed","RSRMA","","","","KR","08/12/2022 05:26:32","08/12/2022 05:36:00","Approved","New","13942573","JEONNAM OFFSHORE WIND POWER CO LTD","KR","null","4010","ELECTRICITY GENERATION & DISTRIBUTION","","1452445","Very Low","Very Low","","1452445","RSRMA Maker","02"
"1603","28/12/2022 03:52:58","","1600828","Completed","RSRMA","","","","TW","08/12/2022 06:16:06","28/12/2022 03:52:58","Approved","New","11204628","PROSPERITY TIEH ENTERPRISE CO., LTD.","TW","PROSPERITY TIEH GROUP","3710","IRON & STEEL BASIS INDUSTRIES","","1600828","Low","Low","","1600828","RSRMA Maker","02"
"1604","08/12/2022 06:39:52","","1198810","Completed","RSRMA","","","","TW","08/12/2022 06:17:45","08/12/2022 06:39:52","Approved","New","11165073","EASTSPRING SECURITIES INVESTMENT TRUST CO. LTD.","TW","PRUDENTIAL PLC","8191","FUND MGMT UNCLASSIFIABLE","","1198810","Very Low","Very Low","","1198810","RSRMA Maker","02"
"1605","08/12/2022 06:37:30","","1477191","Completed","RSRMA","","","","SG","08/12/2022 06:20:23","08/12/2022 06:37:30","Approved","New","11253157","LF CENTENNIAL PTE. LTD.","SG","FUNG GROUP","6140","GENERAL IMPORTERS & EXPORTERS,,,","","1477191","Very Low","Very Low","","1477191","RSRMA Maker","02"
"1606","08/12/2022 06:46:34","","1198810","Completed","RSRMA","","","","TW","08/12/2022 06:41:24","08/12/2022 06:46:34","Approved","Adhoc Review","11165073","EASTSPRING SECURITIES INVESTMENT TRUST CO. LTD.","TW","PRUDENTIAL PLC","8191","FUND MGMT UNCLASSIFIABLE","","1198810","Very Low","Very Low","","1198810","RSRMA Maker","02"
"1607","08/12/2022 07:34:58","","1556960","Completed","RSRMA","","","","TW","08/12/2022 07:03:14","08/12/2022 07:34:58","Approved","New","13748213","KLT 5 INTERNATIONAL S.A.","KR","KOREA GAS CORPORATION","4020","GAS MFR & DISTRIBUTION","","1556960","Low","Low","","1556960","RSRMA Maker","02"
"1608","08/12/2022 07:24:19","","1644023","Completed","RSRMA","","","","HK","08/12/2022 07:20:43","08/12/2022 07:24:19","Approved","New","13802136","INARI S.A.R.L.","LU","TENCENT HOLDINGS LIMITED","8342","I T PROFESSIONAL SERVICES,,,","","1644023","Very Low","Very Low","","1644023","RSRMA Maker","02"
"1609","01/02/2023 09:39:18","","1559173","Completed","RSRMA","","","","CN","08/12/2022 07:24:37","01/02/2023 09:39:18","Approved","New","13747937","DONG JIN TIAN YI (TIANJIN) AIRCRAFT LEASING LIMITED","CN","CHINA EASTERN","7131","Passenger air transport","","1559173","","","","1314969","RSRMA Maker","02"
"1610","08/12/2022 07:28:25","","1644023","Completed","RSRMA","","","","HK","08/12/2022 07:26:35","08/12/2022 07:28:25","Approved","Adhoc Review","13802136","INARI S.A.R.L.","LU","TENCENT HOLDINGS LIMITED","8342","I T PROFESSIONAL SERVICES,,,","","1644023","Very Low","Very Low","","1644023","RSRMA Maker","02"
"1611","08/12/2022 07:42:07","","1556960","Completed","RSRMA","","","","TW","08/12/2022 07:38:59","08/12/2022 07:42:07","Approved","Adhoc Review","13748213","KLT 5 INTERNATIONAL S.A.","KR","KOREA GAS CORPORATION","4020","GAS MFR & DISTRIBUTION","","1556960","Low","Low","","1556960","RSRMA Maker","02"
"1612","08/12/2022 07:45:22","","1554368","Completed","RSRMA","","","","TW","08/12/2022 07:41:49","08/12/2022 07:45:22","Approved","New","13737700","USI Inc.","TW","ASE GROUP","3849","MFR OF ELECTRONIC PRODUCTS & COMPONENTS NEC","","1554368","Low","Low","","1554368","RSRMA Maker","02"
"1613","08/12/2022 07:56:32","","1491272","Completed","RSRMA","","","","TW","08/12/2022 07:53:10","08/12/2022 07:56:32","Approved","New","11309881","SHYEH SHENG FUAT STEEL & IRON WORKS CO., LTD.","TW","SHYEH SHENG FUAT GROUP","3710","IRON & STEEL BASIS INDUSTRIES","","1491272","Very Low","Very Low","","1491272","RSRMA Maker","02"
"1614","19/01/2023 06:56:58","","1593080","Completed","RSRMA","","","","HK","08/12/2022 08:03:04","19/01/2023 06:56:58","Approved","New","11032678","ANGLISS HONG KONG FOOD SERVICE LIMITED","HK","BID CORPORATION LIMITED","6111","WHOLESALE TRADE-IN FOODDRINK & TOBACCO,,,","","1593080","Very Low","Very Low","","1593080","RSRMA Maker","02"
"1615","08/12/2022 08:07:46","Hung,John Cheung Kit","1586541","Completed","RSRMA","","","","HK","08/12/2022 08:03:05","08/12/2022 08:07:46","Approved","New","11019032","MITSUBISHI CORPORATION (HONG KONG) LIMITED","HK","MITSUBISHI CORPORATION GROUP","6125","CHEMICALS &CHEMICAL PRODUCTS NEC,,,","Hung,John Cheung Kit","1586541","Very Low","Very Low","Hung,John Cheung Kit","1586541","RSRMA Maker","02"
"1617","08/12/2022 09:38:41","","1662790","Completed","RSRMA","","","","CN","08/12/2022 09:00:23","08/12/2022 09:38:41","Approved","New","11785748","SHAOGUAN HONG KONG & CHINA GAS CO., LTD.","CN","HENDERSON","4010","ELECTRICITY GENERATION & DISTRIBUTION","","1662790","Very Low","Very Low","","1662790","RSRMA Maker","02"
"1618","08/12/2022 09:30:43","","1521617","Completed","RSRMA","","","","HK","08/12/2022 09:09:13","08/12/2022 09:30:43","Approved","New","11329922","NEW LOCKHART HOLDINGS LIMITED","HK","WHEELOCK/WHARF GROUP","8182","INVESTMENT COMPANIES","","1521617","Very Low","Very Low","","1521617","RSRMA Maker","02"
"1619","","","","In Progress","RSRMA","Maker","Assign to Group","1595201","HK","08/12/2022 09:28:09","21/08/2023 01:50:51","Initiated","Adhoc Review","11236398","E FUND MANAGEMENT (HONG KONG) CO., LIMITED","HK","E FUND MANAGEMENT CO., LTD.","8191","FUND MGMT UNCLASSIFIABLE","","1595201","","","","1595201","RSRMA Maker","02"
"1620","13/12/2022 10:39:18","","1499626","Completed","RSRMA","","","","OM","08/12/2022 09:30:47","13/12/2022 10:39:18","Approved","New","13806622","JABAL AL MISHT MARITIME TRANSPORTATION COMPANY LIMITED","OM","OMAN GOVERNMENT GROUP","7121","Sea and coastal freight water transport","","1499626","Low","Low","Udugampola, Dimuthu","1468609","RSRMA Maker","02"
"1621","08/12/2022 09:52:14","","1604131","Completed","RSRMA","","","","HK","08/12/2022 09:44:44","08/12/2022 09:52:14","Approved","New","13854899","Tian Lun Gas Holdings Limited","HK","CHINA TIAN LUN GAS HOLDINGS LIMITED","4020","GAS MFR & DISTRIBUTION","","1604131","Very Low","Very Low","","1604131","RSRMA Maker","02"
"1622","22/12/2022 06:45:10","","1446884","Completed","RSRMA","","","","HK","08/12/2022 10:01:27","22/12/2022 06:45:10","Approved","New","11673840","HENGAN MEGA JUMBO INVESTMENTS LIMITED","HK","HENGAN INTERNATIONAL GROUP COMPANY LIMITED","3411","MFR OF PULP PAPER & PAPERBOARD","","1446884","Very Low","Very Low","","1446884","RSRMA Maker","02"
"1623","08/12/2022 10:09:04","","1663646","Completed","RSRMA","","","","AE","08/12/2022 10:03:40","08/12/2022 10:09:04","Approved","New","13747723","Aspen Healthcare FZ-LLC","AE","ASPEN PHARMACARE HOLDINGS LIMITED","6121","WSALE TRADE IN MEDICINAL & PHARMACEUTICAL PRODUCTS,,,","","1663646","Very Low","Very Low","","1663646","RSRMA Maker","02"
"1624","09/01/2023 10:40:23","","1664854","Completed","RSRMA","","","","TW","08/12/2022 10:31:52","09/01/2023 10:40:23","Approved","New","11040313","EVERGREEN MARINE CORPORATION (TAIWAN) LTD.","TW","EVERGREEN GROUP","7123","SUPPORTING SERVICES TO WATER TPT NEC,,,","","1664854","Very Low","Very Low","","1664854","RSRMA Maker","02"
"1625","08/12/2022 11:06:41","","1642000","Completed","RSRMA","","","","JP","08/12/2022 10:48:03","08/12/2022 11:06:41","Approved","New","12829149","YAMASA CONTAINER 2004HK KUMIAI","JP","CHINA COSCO SHIPPING CORPORATION LIMITED","7121","Sea and coastal freight water transport","","1642000","Very Low","Very Low","","1642000","RSRMA Maker","02"
"1627","08/12/2022 14:41:18","","1466624","Completed","RSRMA","","","","HK","08/12/2022 14:10:06","08/12/2022 14:41:18","Approved","Adhoc Review","11171674","PETROCHINA INTERNATIONAL (HONG KONG) CORPORATION LIMITED","HK","CHINA NATIONAL PETROLEUM CORPORATION (CNPC)","6124","WSALE TR IN MINERAL FUELS, LUBRICANTS &RELATED PDT,,","","1466624","Very Low","Very Low","","1466624","RSRMA Maker","02"
"1628","17/02/2023 11:40:08","","1445304","Completed","RSRMA","","","","KE","08/12/2022 14:12:34","17/02/2023 11:40:08","Approved","New","11095581","EKATERRA TEA KENYA PLC","KE","EKATERRA GROUP","3121","MFR OF FOOD PRODUCTS NEC","","1445304","","","","1533320","RSRMA Maker","02"
"1629","08/12/2022 14:44:57","","1557568","Completed","RSRMA","","","","AE","08/12/2022 14:36:52","08/12/2022 14:44:57","Approved","New","13916074","PROJECT SUNFIRE","AE","ENGIE","4010","ELECTRICITY GENERATION & DISTRIBUTION","","1557568","Very Low","Very Low","","1557568","RSRMA Maker","02"
"1630","08/12/2022 17:21:09","","1663232","Completed","RSRMA","","","","SG","08/12/2022 17:05:46","08/12/2022 17:21:09","Approved","New","13567848","INBISCO SINGAPORE PTE. LTD.","SG","MAYORA GROUP","6135","WHOLESALE TRADE IN PLASTIC MATERIALS","","1663232","Very Low","Very Low","","1663232","RSRMA Maker","02"
"1631","08/12/2022 19:59:05","","1653247","Completed","RSRMA","","","","US","08/12/2022 17:27:43","08/12/2022 19:59:05","Approved","New","11000490","REGIONS BANK","US","REGIONS FINANCIAL CORPORATION","8123","COMMERCIAL BANK","","1653247","Very Low","Very Low","","1653247","RSRMA Maker","02"
"1632","08/12/2022 23:15:40","McGarry, Lynsey","1524177","Completed","RSRMA","","","","US","08/12/2022 18:22:17","08/12/2022 23:15:40","Approved","New","13560420","JABIL INC.","US","JABIL INC","3849","MFR OF ELECTRONIC PRODUCTS & COMPONENTS NEC","McGarry, Lynsey","1524177","Very Low","Very Low","McGarry, Lynsey","1524177","RSRMA Maker","02"
"1633","08/12/2022 19:14:18","Okoye,Gerald","1381969","Completed","RSRMA","","","","US","08/12/2022 18:58:22","08/12/2022 19:14:18","Approved","New","13938168","Hyundai Steel America, Inc.","US","null","3710","IRON & STEEL BASIS INDUSTRIES","Okoye,Gerald","1381969","Very Low","Very Low","Okoye,Gerald","1381969","RSRMA Maker","02"
"1634","08/12/2022 20:31:04","","1653247","Completed","RSRMA","","","","US","08/12/2022 20:08:59","08/12/2022 20:31:04","Approved","New","13880928","U.S. BANCORP ASSET MANAGEMENT, INC.","US","US BANCORP ASSET MANAGEMENT AS AGENT FOR VARIOUS FUNDS","8191","FUND MGMT UNCLASSIFIABLE","","1653247","Very Low","Very Low","","1653247","RSRMA Maker","02"
"1635","13/12/2022 07:23:51","","1244984","Completed","RSRMA","","","","TW","09/12/2022 02:21:01","13/12/2022 07:23:51","Approved","New","11040208","TAIPEI FUBON COMMERCIAL BANK CO., LTD.","TW","FUBON FINANCIAL HOLDINGS GROUP","8123","COMMERCIAL BANK","","1244984","Very Low","Very Low","","1244984","RSRMA Maker","02"
"1636","16/12/2022 12:29:22","","1488040","Completed","RSRMA","","","","CN","09/12/2022 02:21:58","16/12/2022 12:29:22","Approved","New","13749974","CQ WANFENG AUTO WHEEL CO., LTD.","CN","WANFENG AUTO HOLDING CO., LTD.","3856","Manufacture of parts and accessories for motor vehicles","","1488040","Low","Low","","1488040","RSRMA Maker","02"
"1637","01/03/2023 06:07:34","","1651741","Completed","RSRMA","","","","MY","09/12/2022 03:03:38","01/03/2023 06:07:34","Approved","New","11536745","POONGSAN (M) SDN BHD","MY","POONGSAN","2403","COPPER & ZINC","","1651741","Very Low","Very Low","","1651741","RSRMA Maker","02"
"1638","09/12/2022 03:10:20","","1655705","Completed","RSRMA","","","","HK","09/12/2022 03:06:59","09/12/2022 03:10:20","Approved","New","11033763","HONG KONG SAR GOVERNMENT EXCHANGE FUND","HK","HONG KONG GOVERNMENT","8112","Central Banks","","1655705","Very Low","Very Low","","1655705","RSRMA Maker","02"
"1639","09/12/2022 05:05:55","Vikhar Ahmed, Ahmed","1631074","Completed","RSRMA","","","","SG","09/12/2022 03:12:24","09/12/2022 05:05:55","Approved","New","11010040","BANPU MINERALS (SINGAPORE) PTE LTD","SG","BANPU GROUP","2100","COAL MINING","Vikhar Ahmed, Ahmed","1631074","Very Low","Very Low","","1638847","RSRMA Maker","02"
"1640","09/12/2022 03:18:16","","1655705","Completed","RSRMA","","","","HK","09/12/2022 03:14:50","09/12/2022 03:18:16","Approved","Adhoc Review","11033763","HONG KONG SAR GOVERNMENT EXCHANGE FUND","HK","HONG KONG GOVERNMENT","8112","Central Banks","","1655705","Very Low","Very Low","","1655705","RSRMA Maker","02"
"1641","09/12/2022 03:22:26","","1671585","Completed","RSRMA","","","","LK","09/12/2022 03:15:13","09/12/2022 03:22:26","Approved","New","11145895","A C L CABLES PLC","LK","ACL GROUP","3833","MFR OF ELECTRICAL CABLES & WIRES","","1671585","Low","Low","","1671585","RSRMA Maker","02"
"1642","09/12/2022 09:49:14","","1655705","Completed","RSRMA","","","","HK","09/12/2022 03:19:01","09/12/2022 09:49:14","Approved","New","11034036","HONG KONG MONETARY AUTHORITY","HK","HONG KONG GOVERNMENT","8112","Central Banks","","1655705","Very Low","Very Low","","1655705","RSRMA Maker","02"
"1643","09/12/2022 03:27:53","","1671585","Completed","RSRMA","","","","LK","09/12/2022 03:26:18","09/12/2022 03:27:53","Approved","Adhoc Review","11145895","A C L CABLES PLC","LK","ACL GROUP","3833","MFR OF ELECTRICAL CABLES & WIRES","","1671585","Low","Low","","1671585","RSRMA Maker","02"
"1644","09/12/2022 07:00:35","","1607388","Completed","RSRMA","","","","HK","09/12/2022 06:13:14","09/12/2022 07:00:35","Approved","New","13851307","TUNBOW GROUP LIMITED","HK","Town Ray","3836","MFG OF ELECTRICAL HOUSEHOLD APPLIANCES","","1607388","Very Low","Very Low","","1607388","RSRMA Maker","02"
